Bank Ticker,BAC,BAC,BAC,BAC,BAC,C,C,C,C,C,GS,GS,GS,GS,GS,JPM,JPM,JPM,JPM,JPM,MS,MS,MS,MS,MS,WFC,WFC,WFC,WFC,WFC
Stock Info,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-15,22.999000000000002,23.188000000000002,22.943,23.162,90284552,64.357,64.593,64.156,64.282,19715700,217.53,217.59,214.34,215.66,4555438,84.417,85.00200000000001,84.12100000000001,84.919,19592330,43.1,43.474,42.989,43.418,9752184,46.13,46.489,46.102,46.471000000000004,31645675
2017-09-14,23.162,23.313000000000002,22.989,23.026999999999997,73458845,64.57,64.943,64.441,64.469,16127038,216.53,218.42,216.48,217.24,2072416,84.529,84.833,84.102,84.315,11385437,43.231,43.568000000000005,43.147,43.248999999999995,7949872,46.363,46.526,45.948,46.138999999999996,15252398
2017-09-13,22.721999999999998,23.131999999999998,22.677,23.113000000000003,90792339,63.955,64.737,63.74100000000001,64.608,18754231,215.69,217.52,215.19,216.95,2488259,83.98200000000001,84.807,83.714,84.48200000000001,13460368,42.607,43.1,42.448,43.063,7124276,46.229,46.336999999999996,46.038999999999994,46.29,14005134
2017-09-12,22.285,22.829,22.276999999999997,22.750999999999998,104824816,63.519,64.476,63.407,64.04899999999999,16629731,213.1,218.04,212.59,216.38,3911759,83.574,84.57600000000001,83.509,84.243,15099769,42.261,42.928000000000004,42.242,42.626000000000005,8598180,45.743,46.533,45.733999999999995,46.388999999999996,19043548
2017-09-11,22.059,22.24,21.925,22.191,77520740,62.158,63.118,61.797,63.045,18557417,210.73,212.46,209.7,211.71,3102843,82.853,83.649,82.444,83.221,14258433,41.656000000000006,42.233000000000004,41.388000000000005,42.075,8590985,44.978,45.696999999999996,44.925,45.571999999999996,19957443
2017-09-08,21.783,22.069000000000003,21.706999999999997,21.745,71025336,61.424,62.308,61.349,61.61,14428855,206.38,209.99,206.28,208.01,3258500,81.84899999999999,82.87799999999999,81.785,81.95100000000001,15365592,41.17100000000001,41.75,40.948,41.003,9380421,44.628,44.958999999999996,44.465,44.599,21093436
2017-09-07,22.211,22.221,21.611,21.82,108895861,62.74100000000001,62.787,61.159,61.507,21803994,209.44,209.52,205.54,206.69,3751923,83.51799999999999,83.538,81.637,82.055,15742576,42.048,42.048,40.848,41.06,12383065,44.925,44.925,44.321999999999996,44.68899999999999,25973804
2017-09-06,22.314,22.396,22.05,22.24,66547785,62.81100000000001,62.941,62.243,62.681999999999995,12725359,209.69,211.67,208.39,209.54,3772420,83.416,83.896,83.083,83.51799999999999,12720081,41.963,42.242,41.688,41.992,6666608,45.202,45.221000000000004,44.58,44.87,29722972
2017-09-05,22.639,22.639,22.069000000000003,22.143,114539896,63.099,63.263999999999996,62.153,62.53,18973462,214.37,214.51,208.09,208.55,5897917,84.363,84.441,82.51299999999999,82.963,18356867,42.541000000000004,42.597,41.665,41.843,10483533,45.54600000000001,45.58,44.762,45.066,34729942
2017-09-01,22.704,22.97,22.61,22.883000000000003,59171325,63.417,64.26899999999999,63.295,63.854,11511958,215.03,217.91,214.07,216.31,2450599,84.57600000000001,85.604,84.295,84.993,10589436,42.477,43.343,42.208,43.035,7539706,45.931999999999995,46.318999999999996,45.823,45.85,18026884
2017-08-31,22.829,22.839000000000002,22.59,22.694000000000003,65609441,63.45399999999999,63.585,63.076,63.341,13357616,213.79,214.97,213.14,214.27,2339600,85.094,85.132,84.156,84.243,14258064,42.857,42.897,42.29,42.391999999999996,8449078,45.878,46.092,45.76,45.94,28019859
2017-08-30,22.541999999999998,22.839000000000002,22.381,22.676,61450296,63.035,63.677,63.026,63.323,9828198,210.91,214.71,210.75,212.98,2514345,84.57600000000001,85.155,84.52,84.632,9883284,42.336999999999996,42.817,42.327,42.541000000000004,6088710,46.29,46.542,46.056999999999995,46.201,12683513
2017-08-29,21.945999999999998,22.4,21.851,22.285,64336614,62.103,63.099,61.927,62.831,13369132,208.06,210.79,206.6,210.63,2473662,83.834,84.632,83.704,84.436,11731002,41.665,42.457,41.312,42.251999999999995,9419289,46.065,46.32899999999999,45.994,46.255,11890504
2017-08-28,22.531,22.588,22.276999999999997,22.419,38967561,63.388999999999996,63.481,62.782,63.137,11570008,212.72,212.89,208.88,210.29,2764943,85.417,85.447,84.463,84.9,7816265,43.007,43.007,42.041000000000004,42.373000000000005,7001602,46.731,46.79600000000001,46.255,46.443000000000005,13781807
2017-08-25,22.579,22.749000000000002,22.448,22.468000000000004,45952573,63.128,63.537,63.045,63.174,12757975,213.43,214.67,211.98,212.32,2338272,85.16,85.71700000000001,85.086,85.169,12706556,43.016000000000005,43.248999999999995,42.607,42.803000000000004,6074309,47.019,47.288999999999994,46.56,46.57,16998515
2017-08-24,22.618000000000002,22.627,22.38,22.531,41377032,62.801,63.23,62.336000000000006,63.026,12374488,213.55,214.32,212.42,212.8,2371236,85.205,85.381,84.72399999999999,84.824,9303719,42.83,43.025,42.607,42.857,7127548,46.95,47.254,46.809,46.92100000000001,13712601
2017-08-23,22.314,22.656,22.295,22.458000000000002,41999047,61.648999999999994,62.912,61.648999999999994,62.598,10771209,211.79,214.55,211.23,212.55,2689692,84.226,85.586,84.196,84.964,9496903,42.111999999999995,42.812,42.031000000000006,42.674,5865359,46.623999999999995,47.208999999999996,46.598,46.803999999999995,11119763
2017-08-22,22.304000000000002,22.579,22.276999999999997,22.521,62585065,61.721000000000004,62.317,61.683,62.243,14226936,211.75,213.56,211.23,213.38,2117542,84.40799999999999,85.00200000000001,84.345,84.863,9918199,41.925,42.582,41.861000000000004,42.457,7653461,46.731,47.019,46.706,46.975,14418777
2017-08-21,22.285,22.340999999999998,21.87,22.096,72161508,61.992,62.177,61.321000000000005,61.406000000000006,16394562,212.25,212.25,209.2,210.7,2235223,84.206,84.285,83.564,83.999,11678628,42.3,42.3,41.488,41.629,9125155,46.542,46.696999999999996,46.236999999999995,46.61600000000001,14057317
2017-08-18,22.268,22.588,22.164,22.324,63759320,61.816,62.713,61.62,61.992,14637098,210.7,213.87,210.47,212.0,3299143,83.704,84.84299999999999,83.59200000000001,84.102,13957247,41.871,42.69,41.8,42.29,7817892,46.443000000000005,46.902,46.22,46.489,18916493
2017-08-17,22.749000000000002,22.840999999999998,22.324,22.340999999999998,82732271,62.672,62.986999999999995,61.927,62.00899999999999,15331600,214.16,215.65,211.02,211.32,3598511,85.04700000000001,85.23299999999999,83.87899999999999,84.01899999999999,14653012,42.699,42.839,41.953,42.011,10116696,47.2,47.347,46.588,46.598,18312713
2017-08-16,23.193,23.27,22.758000000000003,22.862,62505085,63.45399999999999,63.658,62.746,63.045,16175980,217.84,218.55,214.72,215.29,2507415,86.236,86.40899999999999,85.16,85.354,11946921,43.427,43.621,42.78,42.867,8962979,47.685,47.86600000000001,47.19,47.397,12468278
2017-08-15,23.392,23.486,23.109,23.127,47710744,63.854,64.208,63.201,63.287,16613391,219.09,220.07,217.12,217.21,1955333,86.484,86.71600000000001,85.874,85.947,9508014,43.799,44.07,43.25899999999999,43.25899999999999,8223370,47.858000000000004,47.997,47.523,47.541000000000004,12243163
2017-08-14,22.9,23.142,22.844,23.081,58015690,62.951,63.435,62.765,63.21,16219579,216.03,219.34,216.03,216.98,2373678,85.61399999999999,86.104,85.57600000000001,85.72399999999999,11854993,43.053999999999995,43.729,43.025,43.333,7647007,47.111000000000004,47.758,47.081,47.533,18132831
2017-08-11,22.749000000000002,22.91,22.493000000000002,22.551,72021738,62.448,62.821000000000005,62.001000000000005,62.196999999999996,16294532,214.79,216.34,212.46,213.93,3097935,85.391,85.891,84.566,84.73299999999999,11520917,43.211999999999996,43.353,42.365,42.532,14495336,46.623999999999995,46.966,46.542,46.723,16355119
2017-08-10,23.230999999999998,23.230999999999998,22.768,22.798000000000002,81200870,63.31399999999999,63.435,62.521,62.588,20555144,218.55,218.98,215.17,215.2,3415400,86.104,86.262,85.335,85.447,14231890,44.06,44.228,43.073,43.138000000000005,10261385,47.129,47.424,46.706,46.731,20108574
2017-08-09,23.25,23.410999999999998,23.118000000000002,23.383000000000003,60138833,63.426,63.76,63.24,63.715,20605469,219.81,220.94,218.59,220.46,2693369,86.178,86.829,86.04,86.68799999999999,12096622,43.995,44.431999999999995,43.733999999999995,44.395,8889686,47.028,47.506,46.902,47.486999999999995,16264486
2017-08-08,23.581999999999997,23.958000000000002,23.458000000000002,23.534000000000002,77559835,64.245,65.047,64.078,64.133,17864491,221.77,225.05,221.14,221.45,3480748,87.07700000000001,88.255,86.75299999999999,86.829,14828446,44.943000000000005,45.559,44.543,44.657,8340105,47.066,47.946999999999996,46.975,47.416000000000004,27652701
2017-08-07,23.636999999999997,23.676,23.534000000000002,23.590999999999998,44239601,64.366,64.487,63.96,64.282,13920316,219.31,222.49,218.82,222.29,3988274,87.022,87.301,86.854,87.14399999999999,8600940,44.908,45.088,44.674,45.011,8330566,47.434,47.631,47.165,47.263000000000005,25194983
2017-08-04,23.326,23.704,23.298000000000002,23.601,111057669,64.04899999999999,64.628,63.975,64.226,19482158,215.08,219.3,214.78,219.3,3561990,86.67,87.494,86.634,86.81,15444997,44.526,45.141000000000005,44.273999999999994,44.79600000000001,9554694,48.28,48.306000000000004,46.696999999999996,47.533,49649317
2017-08-03,23.203000000000003,23.25,22.985,23.033,56250406,64.181,64.431,63.323,63.435,22484849,215.67,216.4,213.75,213.77,2206831,85.91799999999999,86.318,85.48899999999999,85.73299999999999,11946309,44.013000000000005,44.302,43.891999999999996,44.032,6954257,48.125,48.271,47.983999999999995,48.036,21536033
2017-08-02,23.099,23.24,22.93,23.24,58505980,64.47800000000001,64.551,63.782,64.337,20601495,216.06,217.34,215.25,215.94,1952279,86.073,86.39200000000001,85.738,86.29799999999999,10958379,43.922,44.218,43.626000000000005,44.097,6452148,48.163000000000004,48.541000000000004,48.082,48.233000000000004,21576254
2017-08-01,22.956999999999997,23.147,22.939,23.109,55751329,64.033,64.523,63.718,64.50399999999999,24787818,216.72,218.18,216.39,216.65,3128756,85.72399999999999,86.32799999999999,85.529,86.226,13496655,44.023,44.283,43.841,43.985,6793785,48.431000000000004,48.575,48.092,48.297,21646464
2017-07-31,22.798000000000002,22.965999999999998,22.768,22.798000000000002,65863205,62.902,63.625,62.577,63.43899999999999,24877703,213.73,215.2,212.85,215.04,2093731,84.81700000000001,85.604,84.807,85.086,12421980,43.733999999999995,43.93,43.418,43.696999999999996,7260533,47.708,48.422,47.69,48.173,22816094
2017-07-28,22.729,22.881,22.646,22.711,52385010,62.486000000000004,62.809,62.093999999999994,62.495,14679041,211.67,213.45,210.77,213.4,2601923,84.762,85.038,84.255,84.604,10089769,43.772,43.976000000000006,43.283,43.474,8543055,48.493,48.733000000000004,47.493,47.601000000000006,36490549
2017-07-27,22.93,23.109,22.715,22.788,65915502,63.023999999999994,63.685,62.427,62.65,24435018,211.73,212.52,210.36,211.38,2947018,85.11399999999999,85.32600000000001,84.492,84.853,13297470,43.922,44.343999999999994,43.446000000000005,43.875,10113476,48.993,49.083999999999996,48.575,48.858000000000004,19430151
2017-07-26,23.316,23.316,22.811,22.881,69375809,63.458,63.801,62.82899999999999,63.004,20732383,212.3,213.52,211.76,212.1,2925836,86.288,86.37200000000001,84.973,85.205,12742431,44.225,44.346000000000004,43.669,43.753,9740931,49.403999999999996,49.413999999999994,48.949,49.038000000000004,22027549
2017-07-25,22.92,23.316,22.91,23.136999999999997,91060070,62.957,63.412,62.845,63.05,33265756,210.28,212.68,210.14,211.48,3676729,85.61399999999999,86.679,85.52,86.01100000000001,17742578,43.772,44.522,43.772,44.123999999999995,12824204,49.118,49.479,49.038000000000004,49.174,23873539
2017-07-24,22.439,22.711,22.424,22.598000000000003,54342496,61.095,61.567,61.085,61.262,16020034,208.94,209.69,208.05,208.22,3316841,84.305,84.84299999999999,84.259,84.604,11565248,43.096000000000004,43.53,43.056999999999995,43.291000000000004,8031795,48.315,48.591,48.261,48.467,20703241
2017-07-21,22.531,22.646,22.361,22.493000000000002,69666913,61.262,61.576,61.067,61.17,15186980,211.78,212.16,209.09,210.14,3611209,84.4,84.677,83.899,84.243,11836538,42.742,43.361999999999995,42.722,43.177,9413161,48.608000000000004,48.781000000000006,48.315,48.376999999999995,19457674
2017-07-20,22.701999999999998,22.795,22.521,22.627,66219740,61.742,62.132,61.474,61.501000000000005,15122575,212.81,214.5,211.51,212.15,3658071,84.48200000000001,85.012,84.25200000000001,84.529,12469044,42.957,43.733999999999995,42.957,43.104,11463154,49.083999999999996,49.395,48.833,49.011,16906327
2017-07-19,22.729,22.871,22.502,22.739,78400698,62.233000000000004,62.427,61.632,61.818000000000005,13677276,212.72,213.98,211.57,212.68,5115998,84.65700000000001,84.91799999999999,84.346,84.529,12561576,43.511,43.559,42.614,43.205,18958064,48.941,49.306000000000004,48.842,49.067,13819895
2017-07-18,22.598000000000003,22.739,22.314,22.588,114195836,61.576,62.188,61.373000000000005,61.993,17224307,217.12,219.85,212.57,213.11,6703059,83.834,84.882,83.714,84.40799999999999,15877086,41.64,41.934,41.418,41.835,10343284,48.501999999999995,49.047,48.431000000000004,48.941,15229301
2017-07-17,22.89,22.89,22.618000000000002,22.701999999999998,85982300,61.871,62.188,61.558,61.938,18878933,218.28,219.15,216.83,218.79,2667835,85.104,85.26100000000001,84.57600000000001,84.705,15459584,41.843999999999994,42.196999999999996,41.64,42.011,5464172,49.03,49.1,48.618,48.858000000000004,16714274
2017-07-14,22.871,22.985,22.511999999999997,22.881,97832314,61.465,62.03,60.723,61.836000000000006,22379281,216.84,219.12,214.82,218.16,3875760,84.166,85.831,83.954,85.50299999999999,23987993,41.593,42.07,41.075,41.89,8867509,48.501999999999995,49.29600000000001,48.333999999999996,49.108000000000004,20079717
2017-07-13,23.09,23.279,23.033,23.27,58555134,62.233000000000004,62.365,61.81,62.114,21719403,217.01,220.09,216.6,219.89,2983104,85.90799999999999,86.54899999999999,85.586,86.288,13806348,41.861999999999995,42.376000000000005,41.696000000000005,42.187,6686314,49.351000000000006,49.718999999999994,49.174,49.655,15889981
2017-07-12,23.081,23.25,22.965999999999998,23.015,72601374,61.871,62.281000000000006,61.67,62.021,18214564,216.06,218.55,215.74,217.01,2688835,85.836,86.04,85.335,85.743,14607545,42.011,42.011,41.45399999999999,41.667,11041677,49.056999999999995,49.333999999999996,48.761,49.272,13380761
2017-07-11,23.515,23.544,23.118000000000002,23.25,73355501,62.559,62.623999999999995,61.724,61.928999999999995,18393629,215.71,217.55,214.43,216.6,2873928,86.50299999999999,86.50299999999999,85.529,86.04,14298350,42.474,42.565,42.056999999999995,42.148999999999994,9122412,49.708999999999996,49.756,48.958999999999996,49.153999999999996,16477608
2017-07-10,23.364,23.618000000000002,23.288,23.525,57632685,62.735,63.058,62.503,62.698,13609693,214.05,216.96,213.74,215.51,2470030,86.66,86.829,86.27799999999999,86.37200000000001,15011629,42.583999999999996,42.848,42.445,42.622,5741685,49.592,49.843,49.424,49.646,12205594
2017-07-07,23.554000000000002,23.627,23.298000000000002,23.467,56634219,63.05,63.299,62.5,62.938,15633377,217.81,218.06,214.19,214.99,2791807,87.086,87.28299999999999,86.40899999999999,86.985,13482666,42.928000000000004,43.001999999999995,42.593999999999994,42.678000000000004,6951002,49.816,49.858999999999995,49.339,49.78,12432184
2017-07-06,23.534000000000002,23.732,23.336,23.354,89281520,63.43899999999999,63.728,62.623999999999995,62.68,19368859,217.57,219.56,214.96,216.35,3223159,86.697,87.596,86.086,86.54899999999999,17900074,42.722,43.224,42.422,42.751999999999995,11236817,49.993,50.298,49.567,49.617,16214904
2017-07-05,23.438000000000002,23.581999999999997,23.27,23.554000000000002,80378086,63.327,63.698,62.977,63.43899999999999,19186876,217.95,218.46,214.93,217.64,2902475,86.30799999999999,86.93,85.836,86.829,18899443,42.53,42.861999999999995,42.207,42.781000000000006,10612095,49.983000000000004,50.03,49.424,49.816,15767347
2017-07-03,23.118000000000002,23.544,23.099,23.326,61504199,62.317,63.86600000000001,62.317,63.263999999999996,17791195,214.23,218.6,213.22,216.9,2982729,84.863,86.64299999999999,84.72399999999999,85.96600000000001,14250491,41.70399999999999,42.651,41.685,42.269,8078533,49.843,50.413999999999994,49.751999999999995,49.816,13241180
2017-06-30,23.27,23.27,22.844,22.93,87142362,62.614,62.641000000000005,61.836000000000006,61.983999999999995,17070253,215.02,215.72,211.44,211.79,3298922,84.76700000000001,84.804,84.03,84.25200000000001,18312460,42.011,42.102,41.185,41.297,9041435,50.038999999999994,50.058,49.263000000000005,49.483999999999995,18721297
2017-06-29,23.230999999999998,23.316,22.715999999999998,22.985,159094037,62.698,62.79,61.41,62.07899999999999,44039854,217.94,218.34,212.83,214.18,5300718,85.118,85.40299999999999,83.24600000000001,84.02,30035684,42.111000000000004,42.269,41.027,41.471000000000004,16956064,49.7,50.548,49.306000000000004,49.816,36432695
2017-06-28,22.24,22.646,22.24,22.569000000000003,125292777,60.242,60.575,59.79600000000001,60.41,25804439,211.76,214.39,210.66,213.02,3636913,81.668,83.024,81.668,82.796,18866235,41.203,41.516000000000005,40.964,41.075,17060378,47.878,48.6,47.797,48.519,23418142
2017-06-27,21.831,22.304000000000002,21.738000000000003,21.994,93304801,59.536,60.111999999999995,59.324,59.526,17708634,211.73,212.26,209.52,210.23,3035125,80.84899999999999,81.98200000000001,80.657,81.163,16711042,41.092,41.481,40.925,40.983000000000004,8967836,47.352,47.915,47.248999999999995,47.476000000000006,15113936
2017-06-26,21.653000000000002,21.87,21.484,21.635,64838883,58.898999999999994,59.425,58.578,59.11,16160696,208.3,211.84,207.76,210.37,2713198,80.204,80.813,79.84,80.416,10936344,40.74,41.083999999999996,40.296,40.775999999999996,6236499,47.091,47.717,46.967,47.245,14033087
2017-06-23,21.840999999999998,21.840999999999998,21.493000000000002,21.566999999999997,90275176,59.361999999999995,59.482,58.535,58.768,17698146,210.42,210.61,206.57,207.26,4658144,80.803,81.116,79.835,80.068,20399114,41.425,41.45399999999999,40.324,40.491,17180309,47.066,47.175,46.726000000000006,46.842,24470937
2017-06-22,21.851,21.921999999999997,21.644000000000002,21.671999999999997,68301116,58.961000000000006,59.23,58.703,58.961000000000006,12233083,211.34,211.79,209.28,209.73,3501976,80.131,80.527,79.87100000000001,80.21300000000001,13213218,41.425,41.583,41.132,41.342,8361233,47.153999999999996,47.235,46.635,46.876999999999995,17201287
2017-06-21,22.201,22.276999999999997,21.805999999999997,21.861,76546151,59.205,59.556000000000004,58.943000000000005,59.157,14600740,214.3,214.65,211.81,212.34,3157657,80.637,80.697,79.973,80.306,10853924,42.12,42.192,41.528999999999996,41.621,7831129,47.751999999999995,47.762,47.153999999999996,47.31399999999999,14168724
2017-06-20,22.598000000000003,22.674,22.191999999999997,22.201,63046304,59.603,59.703,59.23,59.23,13123449,215.21,216.2,213.97,214.82,2372248,80.88600000000001,81.043,80.53699999999999,80.67699999999999,12147756,42.148999999999994,42.371,41.963,42.169,7208170,48.28,48.31,47.713,47.743,15253269
2017-06-19,22.314,22.684,22.304000000000002,22.598000000000003,61917872,59.68600000000001,60.14,59.551,59.761,14308560,213.23,216.69,212.91,215.8,3036428,80.166,81.329,80.058,81.181,17319946,41.593,42.547,41.547,42.371,9868588,48.501999999999995,48.798,48.333999999999996,48.441,17205664
2017-06-16,22.268,22.324,22.087,22.144000000000002,60679892,59.465,59.526,59.04600000000001,59.214,21091566,212.46,213.45,211.04,211.71,3933695,80.058,80.156,79.28699999999999,79.441,18302444,41.49,41.556000000000004,41.001000000000005,41.222,10111176,48.163999999999994,48.441,47.911,48.126000000000005,26284584
2017-06-15,22.259,22.631999999999998,22.182,22.25,73726181,59.603,60.185,59.26,59.407,15220933,214.55,216.01,212.61,213.03,3539337,79.502,80.26899999999999,79.493,79.798,13571207,41.222,41.778,41.166000000000004,41.418,7450760,48.261,48.626999999999995,48.056999999999995,48.136,19289843
2017-06-14,22.259,22.502,21.927,22.458000000000002,107932142,59.54600000000001,60.167,58.851000000000006,59.982,22423300,212.8,216.59,211.66,216.17,3813211,79.98100000000001,80.48,79.108,80.278,17501373,41.306000000000004,41.815,40.983000000000004,41.621,12728406,48.306000000000004,48.798,47.842,48.699,18557211
2017-06-13,22.636999999999997,22.788,22.365,22.468000000000004,71875548,60.13,60.482,59.625,59.95399999999999,20212539,213.15,216.46,212.58,213.98,2892190,80.702,80.977,80.176,80.444,13606077,41.769,42.614,41.751000000000005,41.843999999999994,10636537,48.538999999999994,48.842,48.476000000000006,48.626999999999995,20050463
2017-06-12,22.511999999999997,22.715999999999998,22.259,22.476,90724335,59.786,60.613,59.379,59.613,29610583,213.42,214.95,209.61,211.8,3544313,80.49,80.877,79.541,80.176,17387625,41.74100000000001,42.169,41.132,41.56399999999999,11189457,48.207,48.748000000000005,48.173,48.306000000000004,25496834
2017-06-09,21.945999999999998,22.371,21.936,22.371,114341219,59.167,60.001999999999995,58.861000000000004,59.732,33963414,210.74,213.63,209.71,212.29,4659810,78.822,80.242,78.709,80.156,20701169,41.111999999999995,42.031000000000006,41.111999999999995,41.621,14538754,47.208,48.181000000000004,47.153999999999996,48.048,28804027
2017-06-08,21.379,21.936,21.36,21.709,98706752,57.31100000000001,59.147,57.201,58.583,27909268,205.72,210.91,204.83,208.78,3937464,77.347,79.02600000000001,77.327,78.305,19405499,40.092,41.443999999999996,39.988,40.869,11903768,46.43899999999999,47.361000000000004,46.333999999999996,46.941,25253650
2017-06-07,21.076999999999998,21.379,21.045,21.36,70120525,56.728,57.672,56.626999999999995,57.349,17322730,205.54,207.3,204.52,205.93,2806083,76.792,77.52600000000001,76.6,77.347,14863668,39.979,40.269,39.777,40.111,6882545,46.29600000000001,46.717,46.17100000000001,46.522,19043115
2017-06-06,20.982,21.18,20.859,21.011,75800071,56.236999999999995,56.692,56.016000000000005,56.544,11607665,202.82,206.16,202.79,204.73,3029157,75.854,76.706,75.705,76.47,13221372,39.341,39.918,39.119,39.796,8471167,45.832,46.466,45.76,46.269,16649882
2017-06-05,21.209,21.455,21.160999999999998,21.18,54501121,56.573,57.248999999999995,56.497,56.766000000000005,10815403,203.36,205.96,202.99,204.2,2825386,76.176,76.97800000000001,76.12100000000001,76.313,9838736,39.434,40.221,39.341,39.751,7435350,46.181000000000004,46.602,46.14,46.19,15283200
2017-06-02,21.05,21.35,20.943,21.218000000000004,84043497,55.913000000000004,57.09,55.888999999999996,56.637,14720836,203.24,205.39,202.23,203.58,3865505,75.854,76.499,75.568,76.176,16236304,39.061,39.791,38.830999999999996,39.406,10722560,46.145,46.653,46.022,46.269,21791063
2017-06-01,21.247,21.396,21.076999999999998,21.386999999999997,73562913,56.433,56.617,55.761,56.608000000000004,15020377,202.92,206.08,201.15,205.21,4243912,76.01,76.582,75.264,76.562,18564178,38.907,39.602,38.693000000000005,39.489000000000004,10417224,46.022,46.626999999999995,45.601000000000006,46.512,23491904
2017-05-31,21.531,21.549,20.879,21.18,146667653,57.082,57.09,55.488,56.108000000000004,25014925,208.28,208.34,200.07,201.61,8719978,77.179,77.265,75.249,75.723,30710187,39.101,39.101,38.062,38.683,14716847,46.644,46.662,45.396,45.672,34190187
2017-05-30,21.79,21.864,21.553,21.581,64656570,57.268,57.523,57.006,57.128,13594497,211.72,212.29,208.06,208.46,3241734,78.473,78.49,77.22800000000001,77.337,13660379,39.464,39.592,38.971,39.181999999999995,6863323,46.583,46.885,46.35,46.583,21698310
2017-05-26,21.884,22.063000000000002,21.826,21.893,53391717,57.339,57.766000000000005,57.138000000000005,57.526,11706169,211.17,213.28,210.37,212.59,1872646,78.453,78.867,78.37100000000001,78.682,8793855,39.341,39.821999999999996,39.332,39.702,5714473,47.001000000000005,47.163999999999994,46.769,46.806000000000004,15947002
2017-05-25,22.053,22.214000000000002,21.874000000000002,21.901,64098494,57.695,58.102,57.25899999999999,57.415,14422206,213.44,214.45,211.45,211.62,2774675,79.263,79.346,78.426,78.67399999999999,13276165,39.693000000000005,39.821999999999996,39.376999999999995,39.507,5462864,47.556999999999995,47.556999999999995,46.951,47.135,18635750
2017-05-24,22.081,22.109,21.874000000000002,22.006999999999998,62739385,57.31100000000001,57.868,57.145,57.71,17406463,209.25,213.44,208.73,212.88,4368984,79.163,79.245,78.572,79.008,10757140,39.259,39.611,39.2,39.507,7104158,47.77,47.878,47.157,47.413000000000004,12715955
2017-05-23,21.695999999999998,22.136999999999997,21.517,22.034000000000002,83660543,56.617,57.415,56.285,57.192,13393200,205.43,210.01,204.16,208.9,3474818,78.12,79.33800000000001,77.90100000000001,79.051,12746298,38.47,39.521,38.302,39.312,11591074,47.342,47.833,47.199,47.681000000000004,13158667
2017-05-22,21.845,21.893,21.498,21.706,79254963,56.913999999999994,57.045,56.276,56.59,12669215,206.75,207.01,204.88,205.48,2629648,78.517,78.619,77.623,78.075,12613846,38.971,39.080999999999996,38.455,38.609,7255621,47.574,47.618,46.885,47.342,15599693
2017-05-19,21.581,21.95,21.544,21.713,93892548,55.989,57.244,55.82899999999999,56.626999999999995,21851456,204.36,207.14,203.56,204.87,3933541,77.623,78.665,77.568,78.149,14525423,38.544000000000004,39.129,38.332,38.74,11296010,46.951,47.636,46.788000000000004,47.386,18856950
2017-05-18,21.299,21.666999999999998,21.195999999999998,21.421999999999997,115091042,55.356,56.165,54.773999999999994,55.681000000000004,27127635,203.56,206.98,203.42,204.64,5038517,77.494,78.167,76.84,77.39399999999999,25330618,37.997,38.808,37.923,38.285,15644054,46.717,47.297,46.394,46.778999999999996,22159657
2017-05-17,22.015,22.09,21.156999999999996,21.263,201674534,56.905,57.424,55.303000000000004,55.591,35866399,210.9,211.31,202.71,203.29,7899770,79.374,79.631,77.403,77.678,26758186,39.295,39.385999999999996,37.469,37.971,24678653,46.476000000000006,47.019,46.129,46.653,37142398
2017-05-16,22.675,22.769000000000002,22.553,22.599,58993907,56.99,57.997,56.886,57.915,22856949,214.44,215.73,213.44,214.58,1796012,80.527,81.20100000000001,80.508,80.758,10616882,40.349000000000004,40.444,40.12,40.202,7425628,47.69,47.726000000000006,47.287,47.566,14163325
2017-05-15,22.665,22.74,22.589000000000002,22.665,53589106,56.738,57.183,56.617,56.924,15945663,212.23,215.49,211.95,214.14,2586810,80.288,80.64699999999999,80.068,80.508,9572946,39.684,40.425,39.669000000000004,40.25,10703118,47.386,47.70399999999999,47.352,47.618,16988836
2017-05-12,22.533,22.609,22.373,22.609,66384188,55.94,56.626999999999995,55.8,56.598,16606537,212.55,213.52,211.63,211.92,2272127,79.9,80.24,79.58800000000001,80.122,9478278,39.489000000000004,39.629,39.259,39.602,6288718,47.601000000000006,47.618,46.922,47.352,33144710
2017-05-11,22.698,22.826999999999998,22.46,22.675,72519403,55.839,56.455,55.533,56.256,17601765,213.39,214.11,211.3,213.79,2565658,80.278,80.637,79.597,80.34100000000001,11824816,39.830999999999996,40.037,39.332,39.731,6840983,48.476000000000006,48.6,47.386,47.994,36029012
2017-05-10,22.523000000000003,22.769000000000002,22.486,22.75,51444324,55.701,56.2,55.608999999999995,55.949,12523662,212.52,214.35,212.16,213.91,2763676,79.76,80.637,79.708,80.592,9032250,39.665,40.033,39.545,39.945,7950009,48.608000000000004,49.038000000000004,48.548,48.868,17781965
2017-05-09,22.638,22.9,22.486,22.589000000000002,65250754,56.208999999999996,56.573,55.67100000000001,55.82,14213991,214.47,215.48,212.03,212.82,2254791,80.435,80.967,79.733,79.964,11128215,39.899,40.166,39.545,39.693000000000005,6546950,49.243,49.449,48.626999999999995,48.833,16094876
