Bank Ticker,BAC,BAC,BAC,BAC,BAC,C,C,C,C,C,GS,GS,GS,GS,GS,JPM,JPM,JPM,JPM,JPM,MS,MS,MS,MS,MS,WFC,WFC,WFC,WFC,WFC
Stock Info,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-08,27.349,27.514,27.066,27.486,51495998,59.801,60.176,58.725,59.68600000000001,16384785,186.7,187.59,183.3,186.65,2831654,98.133,98.39,96.194,97.441,13410579,39.545,39.843,38.664,39.333,14519310,45.1,45.193999999999996,44.271,44.828,21941123
2019-02-07,27.728,27.825,27.105999999999998,27.436999999999998,64112770,61.226000000000006,61.246,59.591,60.455,18620199,190.17,190.75,186.05,188.02,3027941,99.26799999999999,99.49600000000001,97.52,98.429,13706954,40.586,40.654,39.55,39.978,13223950,46.181999999999995,46.379,44.883,45.233000000000004,25712932
2019-02-06,27.854,28.078000000000003,27.728,27.913,36649376,61.438,62.18899999999999,61.178000000000004,61.495,14310657,192.03,193.85,190.7,191.47,2118504,99.7,100.58,99.46600000000001,99.73,9096326,40.769,41.3,40.566,40.848,10110025,46.181999999999995,46.596000000000004,46.16,46.303999999999995,12910556
2019-02-05,28.029,28.059,27.756999999999998,27.962,47987503,61.784,61.794,60.976000000000006,61.418,13829167,192.93,194.11,191.71,192.84,2670890,100.49,100.52,99.30799999999999,99.78,13275792,40.848,41.019,40.693000000000005,40.914,10345891,46.351000000000006,46.398,45.861000000000004,46.351000000000006,15715925
2019-02-04,27.660999999999998,28.145,27.607,28.059,56811871,61.12,61.66,60.831,61.66,11963871,190.68,192.59,189.69,192.55,2464629,99.78,100.22,99.031,100.22,10268184,40.385,40.923,40.172,40.923,9042520,45.955,46.238,45.825,46.153999999999996,18652785
2019-02-01,27.787,28.02,27.505,27.573,66124932,61.843,62.236000000000004,61.207,61.284,17653358,192.83,194.43,191.39,191.39,3259551,99.98,100.8,99.52,99.87,13523145,40.769,41.178999999999995,40.278,40.306,13822272,46.097,46.172,45.898999999999994,46.013000000000005,22453654
2019-01-31,27.933000000000003,28.02,27.185,27.660999999999998,103134738,60.836999999999996,61.745,60.827,61.611000000000004,20341607,194.87,197.07,191.8,192.84,5755061,99.417,99.79,98.764,99.49600000000001,18224518,40.769,41.126999999999995,40.649,40.769,11582659,46.36,46.486999999999995,45.777,46.013000000000005,26504889
2019-01-30,28.584,28.631,28.125999999999998,28.244,68421956,60.656000000000006,61.878,60.206,61.382,16666179,195.64,197.97,194.44,197.19,2847848,100.11,101.18,99.77,100.38,13029574,40.818000000000005,41.416000000000004,40.543,41.242,12811677,46.465,46.942,46.233000000000004,46.7,18111051
2019-01-29,28.7,28.855,28.505,28.555,52958192,60.894,61.239,60.354,60.418,14094955,193.8,196.69,192.7,195.25,2766478,99.87,101.05,99.72,100.14,10134751,40.702,40.864000000000004,40.299,40.664,10361879,46.411,46.718,46.354,46.475,12793597
2019-01-28,28.485,28.826,28.456,28.787,61719349,60.398,61.229,60.31,61.027,13269987,192.82,194.84,191.95,194.5,2433191,99.87,100.21,98.625,99.87,12776618,40.615,40.891999999999996,40.251999999999995,40.817,10863769,46.401,46.523999999999994,45.864,46.446999999999996,21359006
2019-01-25,28.445999999999998,28.874000000000002,28.305,28.739,74309917,60.532,61.602,60.43600000000001,61.191,16559569,194.61,195.93,194.21,195.48,3363428,99.51,100.28,98.774,99.397,14991649,40.836999999999996,41.391999999999996,40.721,41.133,14025942,46.986999999999995,47.119,46.578,46.736000000000004,21658343
2019-01-24,27.933000000000003,28.37,27.923000000000002,28.254,61234059,59.012,60.14,59.012,59.938,15654037,191.09,194.47,190.64,192.63,2702697,98.18299999999999,99.11,98.006,98.774,11750662,40.147,40.748000000000005,40.043,40.242,14024482,46.42100000000001,46.931999999999995,46.288000000000004,46.597,19159330
2019-01-23,28.39,28.445999999999998,27.807,28.098000000000003,81751149,59.518,59.718999999999994,58.448,59.38399999999999,17597485,192.39,192.91,189.45,191.75,3502279,99.43700000000001,99.69,98.025,98.714,12634725,40.693000000000005,40.788000000000004,39.864000000000004,40.338,16283960,46.617,46.913999999999994,46.144,46.727,18026955
2019-01-22,28.155,28.465999999999998,28.069000000000003,28.263,87345852,59.9,60.035,58.716,59.117,25746497,195.25,196.2,190.79,192.51,4773312,99.1,99.59,98.18299999999999,98.962,17770095,40.596,40.902,40.126999999999995,40.586999999999996,21109910,46.401,46.71,46.27,46.483999999999995,36442375
2019-01-18,28.195,28.621,27.893,28.465999999999998,100795129,60.33,60.398,59.266000000000005,60.33,20869570,195.13,197.68,191.76,197.24,5802696,99.76,100.85,98.853,100.56,17088808,41.81100000000001,41.888999999999996,40.731,41.81100000000001,21540371,45.776,46.76,45.551,46.625,39021816
2019-01-17,27.533,28.175,27.291,28.165,110573924,58.907,59.976000000000006,58.619,59.708999999999996,23779805,190.82,194.58,187.78,193.88,8396601,98.163,99.49600000000001,97.986,98.94200000000001,14820024,40.625,41.321999999999996,39.821,40.702,49150162,45.347,46.023,45.123999999999995,45.897,27607689
2019-01-16,27.331,27.898000000000003,27.066,27.641,167907589,59.213,60.044,58.533,59.442,28906381,182.11,192.96,180.73,191.93,15602284,98.301,99.447,97.868,98.536,19277597,42.108000000000004,43.167,41.792,42.576,31901825,44.89,46.0,44.742,45.626999999999995,34351809
2019-01-15,25.465,26.048000000000002,25.31,25.794,82985906,57.243,59.086999999999996,56.919,58.667,44668301,173.65,175.3,171.79,175.22,2990002,95.07,98.516,94.791,97.75399999999999,27569805,40.396,41.141999999999996,40.223,41.036,12264261,44.376999999999995,44.983999999999995,43.827,44.443000000000005,29440531
2019-01-14,25.035999999999998,25.726,24.881,25.62,78961318,53.621,56.678000000000004,53.238,56.326,36391686,169.96,174.85,169.54,174.04,3451970,95.05,97.441,94.84899999999999,97.039,22112613,39.534,40.951,39.352,40.654,12890419,44.294,45.207,44.191,45.143,25557646
2019-01-11,24.804000000000002,25.3,24.736,25.29,65334304,53.964,54.881,53.555,54.185,24155000,170.53,172.42,167.91,172.31,3268519,96.031,96.3,95.12799999999999,96.051,16060215,39.505,40.07,39.198,39.946,8559866,44.284,44.836000000000006,43.985,44.63,21459606
2019-01-10,24.833000000000002,25.046,24.695999999999998,24.997,67145646,53.515,54.442,53.238,53.946000000000005,17691924,171.06,173.41,170.91,171.39,2884163,96.156,96.844,95.435,96.515,14954069,39.602,40.157,39.467,39.869,7900421,44.284,44.797,44.108000000000004,44.516999999999996,17385314
2019-01-09,24.941,25.111,24.666999999999998,25.026,71747952,53.248000000000005,54.233000000000004,53.153,53.888000000000005,20254160,171.49,173.05,170.34,171.86,3410904,96.912,97.568,96.07,96.525,14802099,40.107,40.396,39.477,39.946,9637355,44.294,44.733000000000004,43.893,44.565,20205426
2019-01-08,24.988000000000003,25.055999999999997,24.375999999999998,24.785,69310878,53.555,53.706,52.339,53.01,19711251,173.13,173.44,168.37,170.79,2764998,97.705,97.88799999999999,95.7,96.68799999999999,14124367,40.481,40.586999999999996,39.313,39.668,11910194,44.659,44.9,43.743,44.321999999999996,21133440
2019-01-07,24.833000000000002,25.046,24.570999999999998,24.833000000000002,58685561,52.886,53.726000000000006,52.378,53.153,21588207,170.66,173.18,167.76,171.41,3236744,96.553,97.54799999999999,95.85799999999999,96.863,16050710,39.725,40.347,39.218,39.919000000000004,12343264,44.54600000000001,44.965,44.321999999999996,44.415,23445379
2019-01-04,24.386,24.921,24.318,24.851,86283349,51.623000000000005,52.926,51.288000000000004,52.693999999999996,25324285,168.46,171.39,166.62,170.48,3890051,95.28200000000001,97.029,94.48299999999999,96.805,17615653,38.759,39.793,38.548,39.524,15017201,44.211000000000006,44.854,44.005,44.70399999999999,25038565
2019-01-03,24.23,24.328000000000003,23.754,23.862,68549416,51.05,51.25,49.912,50.236999999999995,22162457,166.19,167.28,163.89,165.07,4169438,94.831,95.07,92.955,93.36,16940805,38.491,38.491,37.563,37.975,13620031,43.492,44.14,43.23,43.418,23878467
2019-01-02,23.395,24.425,23.326999999999998,24.25,73939404,48.44,51.365,48.43,51.163999999999994,22647161,160.03,167.74,159.08,167.54,4106854,91.5,95.152,91.491,94.706,16432875,37.341,38.969,37.093,38.664,11126332,42.443999999999996,43.772,42.336000000000006,43.763000000000005,21768843
2018-12-31,23.872,24.259,23.677,23.938000000000002,57904348,49.683,50.342,49.12,49.76,20210695,159.5,162.75,159.5,162.69,4672204,93.065,94.227,92.281,93.094,13880862,37.965,38.358000000000004,37.385,37.945,9945980,42.868,43.333,42.486000000000004,42.96,17745749
2018-12-28,23.892,24.046999999999997,23.57,23.697,80997658,49.63399999999999,50.227,49.291000000000004,49.538999999999994,24248534,161.3,161.6,157.79,158.76,4220912,93.40700000000001,93.76100000000001,91.96799999999999,92.34,18836767,38.224000000000004,38.281,37.266,37.677,13431681,42.589,43.287,42.448,42.681999999999995,25351164
2018-12-27,23.104,23.677,22.724,23.677,94256387,48.383,49.482,47.498999999999995,49.482,29894590,155.94,161.09,154.86,161.09,5106518,90.42200000000001,92.64399999999999,89.211,92.539,21292035,36.825,38.06,36.681999999999995,37.955,14522154,41.693000000000005,42.448,40.882,42.448,28966132
2018-12-26,22.259,23.487,22.045,23.425,103831135,47.455,49.175,46.28,49.166000000000004,33485495,152.9,158.84,147.73,158.66,7244116,88.39200000000001,91.51,86.884,91.51,23639090,35.677,37.701,35.198,37.611,17569479,40.873000000000005,42.503,40.108000000000004,42.503,29786603
2018-12-24,22.113000000000003,22.55,22.016,22.084,66757896,47.217,48.023999999999994,46.338,47.083,22986704,154.84,155.82,150.28,152.26,3885107,88.58200000000001,89.85,87.867,87.867,17836387,35.993,36.367,35.16,35.419000000000004,11958520,41.46,42.047,40.648,40.648,19360421
2018-12-21,23.23,23.811999999999998,22.599,22.705,165508075,49.606,50.236999999999995,47.676,48.019,54742309,163.85,165.19,155.25,155.87,9200660,92.197,93.866,89.34,89.802,43322900,36.76,38.013000000000005,35.878,36.06,22495625,42.503,43.382,41.88399999999999,42.066,59613325
2018-12-20,23.171,23.730999999999998,23.084,23.425,115890362,49.903,50.894,49.435,49.96,41640277,163.99,167.16,162.79,164.01,6662424,92.13,93.723,91.25299999999999,91.977,33372777,37.218,37.955,36.903,37.236,28756540,42.326,43.604,42.262,42.923,47162504
2018-12-19,23.754,24.522,23.386,23.491999999999997,125456020,51.518,52.951,49.875,50.486000000000004,32938814,167.1,170.28,163.21,164.82,5458864,93.84700000000001,95.916,92.12100000000001,92.77799999999999,30166758,38.184,39.313,37.17,37.611,20284281,43.248999999999995,44.22,42.233000000000004,42.57899999999999,36777125
2018-12-18,23.968000000000004,24.375999999999998,23.619,23.773000000000003,91653249,52.302,53.20399999999999,51.184,51.547,28564353,165.34,168.49,164.88,167.01,5289119,94.81,96.214,93.571,93.971,21850394,38.234,39.064,37.935,38.174,15191359,43.763000000000005,44.299,43.185,43.372,28681591
2018-12-17,23.57,24.22,23.471999999999998,23.773000000000003,101489530,52.427,53.45399999999999,51.533,51.853,27424518,164.96,166.94,162.18,163.61,8621283,95.14299999999999,95.897,93.87100000000001,94.419,26334724,37.601,38.912,37.338,37.898,16495410,43.091,44.108000000000004,42.998000000000005,43.455,31581134
2018-12-14,23.491999999999997,24.163,23.433000000000003,23.783,95478339,52.31100000000001,53.869,52.216,52.59,23895337,169.78,171.65,167.86,168.26,5214724,95.353,97.20700000000001,95.229,95.64,20846204,38.348,39.179,37.830999999999996,37.935,18110778,43.398999999999994,44.273999999999994,43.243,43.388999999999996,27794527
2018-12-13,23.958000000000002,24.114,23.589000000000002,23.706999999999997,66758915,53.888000000000005,53.946000000000005,52.961000000000006,53.305,28950136,173.18,174.02,170.55,171.31,4116204,96.844,97.23700000000001,96.00200000000001,96.436,18089799,39.123000000000005,39.352,38.591,38.854,16681771,44.723,44.861999999999995,43.753,43.846000000000004,37784878
2018-12-12,24.163,24.279,23.677,23.822,89744499,54.604,54.623999999999995,53.381,53.505,26094835,173.83,175.31,171.87,172.08,3776048,96.941,98.124,95.42,96.339,23721498,39.343,39.963,39.044000000000004,39.054,14845776,45.021,45.031000000000006,43.678999999999995,44.508,45929040
2018-12-11,24.493000000000002,24.677,23.831999999999997,23.881999999999998,80844521,55.6,55.753,53.428999999999995,53.736000000000004,24808883,177.39,179.61,170.87,172.18,4840467,98.35,98.84299999999999,95.564,95.713,17680559,39.735,40.08,38.452,38.874,14231197,46.065,46.23,44.326,44.527,34740225
2018-12-10,24.464000000000002,24.513,23.599,24.057,113392177,55.388000000000005,55.733999999999995,53.361999999999995,54.548,32115057,173.93,175.15,170.11,174.15,4649953,98.105,98.694,94.676,96.661,24785793,39.323,39.64,37.855,38.96,17056419,46.681000000000004,46.681000000000004,45.031000000000006,45.498000000000005,37031355
2018-12-07,25.406,25.784000000000002,24.58,24.706,110624158,57.081,58.036,55.571000000000005,55.77,25404815,179.04,181.38,174.31,174.98,4026541,100.28,102.02,98.133,98.506,20184592,40.606,41.208,39.189,39.544000000000004,16196035,47.445,47.963,46.662,46.858000000000004,30580570
2018-12-06,25.484,25.570999999999998,24.805999999999997,25.533,137196531,56.736999999999995,57.428999999999995,55.78,57.407,39550451,176.59,180.05,175.44,179.27,5417190,100.13,100.48,98.11399999999999,100.31,28537274,39.859,40.891999999999996,39.218,40.778,18340889,47.222,47.678000000000004,46.633,47.631,43237063
2018-12-04,27.362,27.362,25.825,26.076999999999998,107193459,61.726000000000006,61.783,58.419,59.508,28357767,185.7,186.11,178.83,179.49,5953234,106.42,106.42,101.78,102.27,24701389,43.114,43.228,40.501,41.266999999999996,19227994,50.297,50.335,48.022,48.275,35696919
2018-12-03,28.009,28.053,27.394000000000002,27.574,62003511,63.122,63.518,61.946999999999996,62.28,14906533,188.92,190.54,186.61,186.61,4123463,107.16,107.65,106.56,107.04,16812823,43.133,44.156000000000006,43.065,43.458,16130299,51.071000000000005,51.315,49.971000000000004,50.568999999999996,22805509
2018-11-30,26.995,27.660999999999998,26.926,27.439,66536417,61.526,62.126999999999995,61.271,61.928000000000004,14864749,185.59,186.44,183.2,185.7,6387000,104.76,106.16,104.49,106.03,19559742,42.472,42.692,42.018,42.482,11789324,50.419,50.857,50.223,50.606,20314418
2018-11-29,27.225,27.39,27.025,27.09,48464835,62.215,62.662,61.802,62.032,13511361,190.89,192.29,188.11,189.76,2737718,105.16,105.65,104.54,104.96,11686260,42.97,43.147,42.415,42.596000000000004,9616589,50.316,50.736000000000004,50.148999999999994,50.382,16066312
2018-11-28,26.936,27.506999999999998,26.627,27.468000000000004,63538469,60.827,62.745,60.13,62.681999999999995,18538261,188.97,192.49,186.44,192.39,3879576,104.71,106.23,103.82,105.79,14656927,42.386,43.574,41.794,43.361000000000004,12936929,49.553000000000004,50.68,49.02,50.67,25435032
2018-11-27,26.500999999999998,26.956,26.464000000000002,26.801,45144926,60.551,61.018,59.976000000000006,60.656000000000006,13462857,187.59,188.77,185.8,187.82,2418121,103.72,104.93,103.59,104.63,9687398,42.126999999999995,42.49,41.945,42.157,8396930,49.123000000000005,49.71,48.898999999999994,49.589,19354793
2018-11-26,26.26,26.791999999999998,26.182,26.627,55074574,59.9,61.091,59.739,60.913000000000004,19946651,185.42,189.36,184.96,188.5,3240753,102.71,104.88,102.48,104.19,14626546,41.84,42.778999999999996,41.84,42.376000000000005,9261014,48.788000000000004,49.58,48.788000000000004,49.299,22076131
2018-11-23,26.163,26.250999999999998,25.97,26.058000000000003,23778890,59.576,59.68,58.988,59.022,7654758,185.85,186.1,183.26,183.42,1920401,101.79,102.42,101.15,101.7,6803915,41.42,41.736000000000004,41.193999999999996,41.228,5039068,48.453,48.75,48.115,48.321000000000005,11948205
2018-11-21,26.656999999999996,26.820999999999998,26.326999999999998,26.346,41778335,59.986000000000004,61.008,59.9,60.091,12952575,186.32,189.37,185.44,186.8,4239174,103.98,104.52,102.64,102.64,11136024,41.85,42.324,41.29600000000001,41.85,8319570,49.058,49.599,48.731,48.882,18176732
2018-11-20,26.491,26.636999999999997,26.058000000000003,26.454,95564817,60.998999999999995,61.177,59.403,59.766999999999996,21996080,189.23,190.0,184.62,185.59,5684849,104.69,105.38,102.97,103.43,19856958,42.003,42.117,40.711,41.248000000000005,16756049,49.458999999999996,49.636,48.818999999999996,48.983999999999995,24669571
2018-11-19,26.840999999999998,27.07,26.609,26.811,47611263,62.205,62.641999999999996,61.363,61.763999999999996,12792779,195.76,196.21,191.4,192.26,3525158,104.86,106.04,104.44,105.69,14667133,42.271,42.858999999999995,42.147,42.501000000000005,10299491,49.38399999999999,49.861000000000004,49.038999999999994,49.71,21683353
2018-11-16,26.753,26.945999999999998,26.491,26.811,54293610,61.64,62.103,61.18600000000001,62.08,16734922,196.83,198.59,194.33,196.04,2917330,104.38,105.62,103.52,104.89,14469531,42.098,42.428999999999995,41.602,42.232,10214186,49.086999999999996,49.575,48.928000000000004,49.357,20242840
2018-11-15,26.221999999999998,27.025,25.97,26.956,68492818,60.18600000000001,61.858999999999995,59.586000000000006,61.745,20090192,195.73,198.35,193.32,197.61,4392121,103.22,104.97,101.86,104.96,20028724,41.486000000000004,42.558,41.248000000000005,42.395,14689090,48.052,49.32899999999999,47.809,49.244,24906022
2018-11-14,27.005,27.15,25.874000000000002,26.29,71637786,62.501999999999995,62.879,60.058,60.695,20667999,200.04,201.1,192.48,196.4,5920551,105.12,105.58,101.07,102.37,19254292,43.152,44.74,41.199,41.964,13861134,49.543,49.678000000000004,48.003,48.619,26588203
2018-11-13,26.811,27.189,26.753,26.820999999999998,59434908,61.536,62.547,61.477,61.918,14774191,198.26,203.29,196.24,198.88,7201427,104.04,105.96,104.04,104.5,14414486,41.736000000000004,43.18899999999999,41.562,42.76,12900663,49.058,49.716,49.053000000000004,49.17100000000001,30142470
2018-11-12,27.419,27.554000000000002,26.704,26.811,52069669,62.662,63.06399999999999,61.239,61.373000000000005,17183594,215.31,215.62,198.96,199.85,11361116,106.25,106.76,103.57,103.9,13925419,43.56399999999999,43.878,42.033,42.232,14944495,49.534,49.95399999999999,48.74100000000001,48.806000000000004,20383083
2018-11-09,27.776999999999997,27.912,27.423000000000002,27.554000000000002,44786321,64.23,64.507,62.3,62.854,28379991,224.73,224.73,215.61,215.95,3837143,107.03,107.15,105.69,106.13,10939445,44.368,44.443000000000005,43.688,43.763999999999996,10467917,49.449,49.776,49.161,49.449,20349727
2018-11-08,27.535,28.133000000000003,27.468000000000004,27.893,51152366,64.939,65.95,63.89,64.785,19782335,224.05,227.02,223.66,224.69,2479440,105.86,107.69,105.85,107.16,12229609,44.338,44.836000000000006,44.214,44.433,9910158,49.318999999999996,49.971000000000004,49.282,49.56100000000001,24057897
2018-11-07,27.453000000000003,27.7,27.189,27.574,58664590,64.316,65.291,63.751000000000005,65.243,16247384,223.13,225.8,220.07,224.33,3623623,105.26,106.55,104.28,106.31,13296153,44.20399999999999,44.797,43.669,44.607,10398171,49.773999999999994,50.107,48.821999999999996,49.553000000000004,22348589
2018-11-06,27.07,27.289,26.801,27.255,45038630,64.335,64.335,63.246,63.735,17837899,221.32,222.62,220.21,221.33,2346389,103.63,104.58,102.75,104.51,11351342,43.812,44.089,43.338,43.754,11219681,49.349,49.668,48.98,49.525,22379181
2018-11-05,27.005,27.284000000000002,26.945999999999998,27.11,42542851,63.369,64.488,63.331,64.32600000000001,15509342,221.45,224.14,220.11,221.83,2644938,103.58,104.22,103.4,104.04,10776159,44.042,44.363,43.669,43.85,12872277,49.691,50.217,47.313,49.626000000000005,20533583
2018-11-02,27.061999999999998,27.419,26.589000000000002,26.945999999999998,71427519,63.151,63.961999999999996,62.677,63.007,22195790,223.08,224.73,219.48,222.79,3813702,104.8,105.67,102.51,103.36,19933891,44.501000000000005,44.933,43.578,43.975,10949553,50.13399999999999,50.523,49.117,49.58,19772034
2018-11-01,26.831,27.052,26.676,26.869,51572720,62.738,63.068999999999996,61.891999999999996,62.492,18692336,218.98,221.99,218.69,220.13,2636871,104.53,105.11,103.3,103.93,13700333,43.85,44.214,43.495,43.918,9069780,49.413000000000004,49.903999999999996,49.153999999999996,49.534,19089859
2018-10-31,26.182,26.936,26.144000000000002,26.569000000000003,95529263,61.711999999999996,62.851000000000006,61.551,62.138999999999996,21543151,215.21,222.11,214.74,218.59,4505154,103.07,105.37,102.78,103.97,21874348,43.199,44.348,43.17100000000001,43.698,17688764,49.052,49.968,49.043,49.229,25591212
2018-10-30,25.855,25.95,25.429000000000002,25.874000000000002,81772274,61.323,61.887,60.574,61.258,21018148,209.49,213.72,208.57,212.68,4018252,100.81,102.02,100.0,101.75,18895921,42.108000000000004,42.674,41.68600000000001,42.586000000000006,15444275,48.506,48.931000000000004,47.972,48.729,26936079
2018-10-29,25.785999999999998,26.26,25.4,25.711,92497373,61.75899999999999,62.291000000000004,60.448,61.086000000000006,21107483,207.71,211.66,205.66,208.04,3379931,99.61,101.68,98.882,99.99,19342106,42.382,42.842,41.147,41.773,13540324,47.981,49.153999999999996,47.711999999999996,48.303999999999995,33023893
2018-10-26,25.439,25.680999999999997,25.003,25.497,94294720,60.913999999999994,61.456,59.974,60.95399999999999,25352345,204.39,208.34,203.23,205.96,3668429,99.179,99.71,97.96700000000001,98.625,20107332,41.603,42.312,41.104,41.792,13674272,47.458,48.025,46.971000000000004,47.397,32496743
2018-10-25,25.487,26.018,25.295,25.691,76364865,61.483000000000004,62.181999999999995,61.071999999999996,61.675,20552861,204.92,209.2,204.0,207.57,3278325,99.35799999999999,100.99,98.902,100.0,18313962,41.783,42.733000000000004,41.773,42.343999999999994,14559490,46.73,48.655,46.629,47.961999999999996,31753102
2018-10-24,25.95,25.99,25.197,25.304000000000002,89412605,62.091,62.091,60.364,60.565,24672141,211.59,212.35,202.13,202.89,4281507,99.91,100.15,98.133,98.506,24295548,42.57,42.58,41.183,41.335,15852450,47.453,47.619,46.25899999999999,46.418,33694526
2018-10-23,25.497,26.28,25.221,26.105999999999998,105979184,60.895,62.728,59.974,62.395,34562513,210.09,212.92,207.88,211.98,3421078,99.37700000000001,101.24,98.882,100.37,22448529,41.84,42.59,41.167,42.315,15881824,47.018,48.045,46.68,47.684,27605035
2018-10-22,27.362,27.39,26.386,26.454,93093445,65.39399999999999,65.699,63.192,63.211000000000006,18846928,220.09,221.98,214.86,214.94,2821649,103.14,103.32,101.2,101.42,16986851,44.131,44.405,42.856,42.876000000000005,11748523,49.081,49.174,47.684,47.766999999999996,19053831
2018-10-19,27.189,27.554000000000002,27.025,27.362,66557878,65.063,66.069,64.702,65.368,17615540,218.48,221.43,217.45,220.12,2844675,102.65,104.15,102.31,102.9,15975356,43.788999999999994,44.41,43.379,44.121,15709497,49.091,49.593999999999994,48.887,48.915,21107800
2018-10-18,27.7,27.921999999999997,27.189,27.294,80079321,66.013,66.824,64.94,65.139,19139417,220.66,221.84,217.12,218.18,3088326,103.97,104.75,102.8,103.08,18437447,44.586999999999996,45.138999999999996,43.483999999999995,43.75,15648890,50.098,50.309,48.79,49.107,24364984
2018-10-17,27.409000000000002,28.203000000000003,27.206999999999997,27.921999999999997,81838381,65.832,67.19800000000001,65.524,66.297,17670581,213.9,222.01,213.43,221.41,5107360,103.36,105.66,103.21,104.74,19708397,43.684,45.47,43.275,44.852,23274753,49.534,50.875,49.191,50.367,25436427
2018-10-16,27.284000000000002,27.613000000000003,26.956,27.564,90966353,66.344,66.486,65.661,66.17399999999999,16279320,212.75,215.31,209.8,215.03,6107918,102.2,103.73,101.78,103.59,20241396,43.474,43.913000000000004,42.277,43.665,25434445,49.301,49.746,48.582,49.691,30521631
2018-10-15,27.526,27.651999999999997,26.704,26.976,118651674,66.57300000000001,67.056,65.67,65.699,18605094,208.01,210.6,206.65,208.74,3437143,102.24,103.8,101.38,101.4,19822419,41.271,41.603,40.937,41.315,12611351,48.563,49.931000000000004,48.563,49.239,36892307
2018-10-12,28.009,28.058000000000003,26.791999999999998,27.498,105861846,66.877,67.616,64.94,66.297,30575170,210.46,211.43,205.11,207.43,4290784,105.26,105.69,100.7,101.99,33635481,42.106,42.363,40.755,41.28,16885532,48.183,49.321000000000005,47.047,48.193000000000005,34673893
2018-10-11,27.912,28.26,27.304000000000002,27.399,115320062,65.632,67.06,64.892,64.91199999999999,30434701,207.76,209.53,204.6,206.57,6410194,105.82,106.3,102.41,103.12,35344612,41.992,42.562,41.026,41.335,22879962,48.443000000000005,48.868,47.174,47.573,35842388
2018-10-10,28.965999999999998,29.111,28.221999999999998,28.250999999999998,91552825,68.414,68.82300000000001,66.32600000000001,66.402,24944977,216.54,216.9,208.11,208.43,4078148,109.39,109.61,106.3,106.3,24209007,44.045,44.111999999999995,42.31,42.41,14880773,49.663000000000004,50.006,48.47,48.489,23654070
2018-10-09,29.014,29.168000000000003,28.859,28.965999999999998,60930693,68.404,69.012,67.791,68.245,16491014,218.22,218.34,215.84,216.21,1921023,109.36,109.69,108.39,109.22,14753630,44.388000000000005,44.492,43.665,43.875,10520942,49.368,49.908,48.993,49.505,17212601
2018-10-08,29.031999999999996,29.39,28.898000000000003,29.245,49134462,68.054,69.278,67.891,68.908,12597229,217.52,220.08,215.81,218.57,2601456,108.95,110.41,108.11,109.97,15069679,44.207,44.876999999999995,44.008,44.691,7422050,48.997,49.903999999999996,48.997,49.635,13903437
2018-10-05,29.564,29.613000000000003,29.031999999999996,29.206999999999997,53750038,69.249,69.41,68.414,68.745,12094973,221.16,221.54,217.47,218.93,1776125,110.46,110.72,108.72,109.31,14447595,45.035,45.178000000000004,44.196999999999996,44.434,8352721,49.663000000000004,49.81100000000001,48.997,49.191,15995427
2018-10-04,29.15,29.748,29.12,29.399,74859200,69.08800000000001,70.226,68.367,68.936,19969783,222.37,224.44,218.61,220.64,2993845,109.24,111.39,108.91,109.92,17152815,45.035,45.556999999999995,44.648,44.93,8124967,48.766000000000005,49.806000000000004,48.766000000000005,49.486999999999995,23158726
2018-10-03,28.8,29.155,28.714000000000002,28.984,63219894,68.86,69.145,68.366,68.69,12617941,220.91,222.86,219.76,220.94,2654048,108.84,109.53,108.4,108.94,18101402,44.833999999999996,45.36600000000001,44.648999999999994,44.778,9453492,48.553000000000004,48.93600000000001,48.396,48.691,19944209
2018-10-02,28.58,28.714000000000002,28.28,28.58,44444484,67.882,68.52199999999999,67.43,68.157,13428083,218.5,219.52,217.23,219.27,2343166,107.34,108.09,106.84,107.94,14522836,44.388000000000005,44.63399999999999,43.865,44.321000000000005,10088769,48.312,48.413999999999994,47.977,48.21,18932852
2018-10-01,28.675,28.927,28.541,28.646,55788994,68.575,69.164,68.119,68.279,11867517,219.42,220.75,218.23,218.55,2527367,107.35,108.53,107.05,107.47,10715045,44.597,44.966,44.211000000000006,44.321000000000005,10216468,48.776,48.826,48.239,48.321999999999996,18614879
2018-09-28,28.646,28.84,28.424,28.462,77324495,68.404,68.755,67.85300000000001,68.101,15108321,218.97,220.56,217.06,217.5,3193925,107.62,108.2,106.56,106.87,16700295,45.07,45.193999999999996,44.102,44.263999999999996,14926513,48.729,48.997,48.47,48.608000000000004,20099636
2018-09-27,29.215999999999998,29.285,28.916999999999998,28.927,47486802,69.202,69.887,68.708,69.249,12030895,221.88,222.94,220.68,220.9,2527542,109.31,109.61,108.13,108.44,14026437,45.461999999999996,45.773999999999994,45.193999999999996,45.405,12840831,49.275,49.571000000000005,48.794,48.848,21615949
2018-09-26,29.671,29.7,29.041999999999998,29.111,59909973,69.789,70.23100000000001,68.699,68.775,15864767,225.96,225.99,221.37,221.99,2446336,110.57,110.69,108.58,108.92,14808547,45.966,46.088,45.185,45.336999999999996,8883043,50.293,50.357,49.034,49.163999999999994,23815481
