,BAC,BAC,BAC,BAC,BAC,C,C,C,C,C,GS,GS,GS,GS,GS,JPM,JPM,JPM,JPM,JPM,MS,MS,MS,MS,MS,WFC,WFC,WFC,WFC,WFC
,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-25,26.096,26.552,25.805,26.028000000000002,67613033,58.695,59.349,57.801,58.07,21713012,183.97,186.04,181.23,183.17,3860458,95.743,96.68799999999999,94.301,95.109,21877363,40.201,40.412,39.43,39.758,15048649,45.55,45.993,45.015,45.233000000000004,18312410
2019-03-22,27.065,27.22,25.901999999999997,26.193,122558579,60.62,60.86,58.184,58.695,28599146,187.22,188.23,182.47,183.61,5869130,97.88799999999999,98.37,95.676,95.906,32365381,41.019,41.173,39.787,40.211,26371004,46.333,46.538999999999994,45.155,45.446999999999996,29737489
2019-03-21,27.59,27.736,27.191,27.326999999999998,79859917,61.284,61.9,60.563,61.515,19363969,187.44,190.02,186.33,189.08,4148921,99.486,99.486,98.33,98.89200000000001,20544631,41.048,42.047,40.673,41.568999999999996,15123453,47.019,47.17,46.251999999999995,46.906000000000006,25652462
2019-03-20,28.724,28.763,27.736,27.773000000000003,84237771,62.81399999999999,63.138999999999996,61.81399999999999,61.89,18175107,194.66,194.66,188.48,188.82,5180061,102.33,102.52,100.38,100.49,15520163,42.158,42.216,41.376999999999995,41.472,15644595,48.158,48.513999999999996,47.349,47.413999999999994,21931634
2019-03-19,29.103,29.228,28.647,28.753,57184726,63.968999999999994,64.32600000000001,62.902,63.17100000000001,13219008,199.09,200.61,195.1,195.43,3380522,104.03,104.21,102.45,102.66,13407151,43.005,43.266000000000005,42.293,42.36,13019626,49.31399999999999,49.31399999999999,48.298,48.364,21165834
2019-03-18,28.491,29.053,28.443,28.918000000000003,60395341,62.766999999999996,63.695,62.766999999999996,63.458999999999996,16208484,193.55,198.08,193.29,196.74,3452901,102.45,103.63,102.4,103.05,13455256,41.898,42.605,41.898,42.437,10692856,47.827,48.986000000000004,47.818000000000005,48.666000000000004,25344792
2019-03-15,28.55,28.715,28.375,28.414,84914554,61.756,62.818999999999996,61.621,62.748000000000005,39313506,191.59,193.23,191.28,192.65,3072192,101.33,102.66,101.17,102.45,25808653,41.136,41.898,41.001000000000005,41.763999999999996,19705683,47.245,47.791000000000004,47.038000000000004,47.659,49021525
2019-03-14,28.423000000000002,28.744,28.355999999999998,28.569000000000003,46629455,61.303000000000004,61.861000000000004,61.043,61.708,12668350,191.73,192.88,191.14,191.87,1525546,100.47,101.78,100.43,101.28,11365491,40.769,41.367,40.769,41.146,8664708,47.104,47.781000000000006,46.972,47.368,21430276
2019-03-13,28.171999999999997,28.616999999999997,28.103,28.404,56388822,60.773999999999994,61.823,60.638999999999996,61.265,14317625,192.15,193.3,190.97,191.67,1959989,100.16,100.93,99.93,100.36,13545468,40.865,41.102,40.673,40.874,9617036,46.916000000000004,47.114,46.67100000000001,46.964,23010440
2019-03-12,28.122,28.239,28.017,28.065,35524528,59.966,60.58,59.633,60.455,15347357,190.45,191.81,190.14,191.07,2034939,100.56,100.74,99.75,100.02,10629699,40.431,40.664,40.306,40.51,7474927,46.83,47.07899999999999,46.606,46.71,19451671
2019-03-11,27.831999999999997,28.180999999999997,27.831999999999997,28.065,41979039,60.18600000000001,60.595,59.85,59.974,14719187,191.66,193.34,190.18,190.42,2746732,99.96,100.51,99.65,100.32,10155518,40.191,40.678000000000004,40.153,40.336,7461555,47.038000000000004,47.132,46.69,46.812,20697895
2019-03-08,27.21,27.802,27.163,27.781999999999996,42135131,58.675,59.791000000000004,58.483000000000004,59.735,14861308,185.01,190.22,184.35,189.71,3254856,98.055,99.249,98.055,99.031,11007566,39.863,39.993,38.937,39.863,12189460,46.342,46.943999999999996,46.25899999999999,46.85,18495720
2019-03-07,27.802,27.851999999999997,27.405,27.686999999999998,55590027,59.705,59.791000000000004,58.917,59.581,16403597,187.67,187.97,184.71,187.32,3671828,99.26799999999999,99.46600000000001,98.212,98.991,13216249,39.824,39.853,39.16,39.68,12971515,46.765,46.896,46.37,46.736000000000004,20246785
2019-03-06,28.131999999999998,28.278000000000002,27.928,27.967,42971764,60.35,60.703,59.773,60.167,13206109,190.35,191.97,189.03,189.24,2312925,99.85,100.54,99.55,99.71,9435242,40.316,40.566,40.085,40.113,7327895,47.01,47.24,46.731,46.869,15105886
2019-03-05,28.142,28.307,27.831999999999997,28.201,41178021,61.273999999999994,61.273999999999994,59.591,60.571999999999996,19485132,190.3,190.63,187.54,190.45,2406826,100.1,100.52,99.27799999999999,100.08,11292860,40.461,40.519,39.699,40.385,10841345,47.067,47.083999999999996,46.403,46.934,15131878
2019-03-04,28.443,28.647,27.9,28.151999999999997,58667675,62.111999999999995,62.848,60.739,61.361000000000004,16401248,193.19,195.15,188.65,190.43,2761735,100.87,101.82,99.27799999999999,100.16,12967174,41.00899999999999,41.541000000000004,40.288000000000004,40.48,12569916,47.31100000000001,47.885,46.746,47.141000000000005,17748476
2019-03-01,28.443,28.753,28.326,28.423000000000002,47199062,62.353,63.228,61.708,62.053999999999995,14935706,193.13,195.75,191.83,192.6,2655946,101.04,101.81,100.17,100.4,14368323,40.818000000000005,41.317,40.818000000000005,40.963,12799209,47.255,47.827,46.916000000000004,47.067,20251361
2019-02-28,28.607,28.656,28.131999999999998,28.201,64303001,62.044,62.236000000000004,61.448,61.582,14762495,192.44,192.78,190.46,191.14,3050761,100.96,101.15,100.15,100.33,15765845,40.953,41.078,40.326,40.461,12761723,47.019,47.161,46.784,46.934,18906693
2019-02-27,28.269000000000002,28.625999999999998,28.178,28.491,49883138,61.833,62.163999999999994,61.293,61.986999999999995,14021120,192.88,194.23,191.55,192.5,1857045,101.1,101.3,100.47,101.1,10369365,40.933,41.163999999999994,40.721,41.019,7176278,46.652,47.067,46.435,46.943999999999996,18554131
2019-02-26,28.0,28.588,27.94,28.259,55090867,61.688,62.246,61.495,61.717,13415586,192.07,194.1,190.21,192.5,2582974,100.47,101.39,99.92,101.23,16086785,40.461,41.136,40.123000000000005,40.874,10795039,46.558,47.17,46.418,46.652,18068179
2019-02-25,28.095,28.55,28.095,28.24,63459411,62.169,62.974,62.035,62.111999999999995,13353454,191.63,195.01,191.35,192.25,3133067,101.66,103.13,101.6,102.0,11681923,40.606,41.31,40.586,40.664,11210318,46.342,47.255,46.333,46.718,17607164
2019-02-22,28.029,28.24,27.94,28.058000000000003,49633502,62.208999999999996,62.699,61.448,61.736000000000004,14549030,190.26,191.38,188.91,189.68,2714034,101.61,101.99,100.73,100.95,11075060,40.529,40.711,40.094,40.278,10512538,46.662,46.802,46.05,46.11600000000001,16846237
2019-02-21,28.298000000000002,28.414,28.086,28.259,44312718,62.131,62.507,61.635,61.91,11112817,192.57,193.03,188.77,190.04,2878726,101.37,101.9,100.91,101.39,8737586,40.857,40.982,40.177,40.441,9964123,46.812,46.934,46.449,46.623999999999995,18005435
2019-02-20,28.076,28.414,27.99,28.375999999999998,44366809,62.083,62.275,61.736000000000004,62.218999999999994,10955595,192.33,192.88,191.16,192.2,2341391,101.15,101.71,100.83,101.6,10433340,40.566,40.938,40.5,40.884,10408175,46.501999999999995,46.925,46.379,46.86,17796886
2019-02-19,27.913,28.230999999999998,27.74,28.105,42330149,61.342,62.229,61.14,61.967,11442665,190.32,192.65,189.32,192.27,2643311,100.86,101.29,99.8,101.12,13277775,40.076,40.749,39.931,40.634,9754706,46.126000000000005,46.681000000000004,45.928999999999995,46.455,16073986
2019-02-15,27.748,28.279,27.660999999999998,28.086,68268121,60.773999999999994,62.155,60.648999999999994,61.861000000000004,18606185,186.99,192.49,186.88,192.1,3167446,99.89,101.61,99.65,101.47,15308177,39.67,40.556,39.641999999999996,40.471,13788676,46.181999999999995,46.492,45.617,46.303999999999995,20564462
2019-02-14,27.362,27.614,27.122,27.391,49497573,60.013999999999996,60.505,59.119,60.08,13355800,186.03,187.88,183.33,186.34,2960284,98.516,99.12,97.432,98.46799999999999,11981340,39.333,40.028,38.821999999999996,39.247,10805617,45.748999999999995,46.013000000000005,45.184,45.646,17492758
2019-02-13,27.855,27.97,27.651,27.691,50735674,60.928000000000004,61.361000000000004,60.61,60.678000000000004,11127485,189.6,192.38,188.33,188.42,2849093,98.92200000000001,99.84,98.92200000000001,99.11,11186154,39.998000000000005,40.51,39.67,39.699,9886065,46.324,46.765,45.993,46.11600000000001,14638132
2019-02-12,27.614,27.845,27.575,27.680999999999997,50970829,59.821000000000005,60.961999999999996,59.821000000000005,60.321000000000005,14905966,186.83,189.36,186.78,188.23,2472557,98.635,98.94200000000001,97.95700000000001,98.635,13368649,39.178000000000004,39.998000000000005,39.178000000000004,39.661,12866384,45.165,46.53,45.165,46.144,23420620
2019-02-11,27.342,27.459,27.217,27.410999999999998,49464132,60.07,60.09,59.119,59.302,15183085,186.66,187.09,184.91,185.16,2125119,97.831,98.075,96.883,96.979,11419629,39.516,39.594,38.736,38.755,17698772,45.035,45.119,44.573,44.828,17003168
2019-02-08,27.16,27.323,26.879,27.296,51855133,59.801,60.176,58.725,59.68600000000001,16384785,185.54,186.42,182.16,185.49,2849354,98.133,98.39,96.194,97.441,13410579,39.545,39.843,38.664,39.333,14519310,45.1,45.193999999999996,44.271,44.828,21941123
2019-02-07,27.535999999999998,27.631999999999998,26.918000000000003,27.247,64559895,61.226000000000006,61.246,59.591,60.455,18620199,188.99,189.57,184.89,186.85,3046868,99.26799999999999,99.49600000000001,97.52,98.429,13706954,40.586,40.654,39.55,39.978,13223950,46.181999999999995,46.379,44.883,45.233000000000004,25712932
2019-02-06,27.660999999999998,27.884,27.535999999999998,27.72,36904970,61.438,62.18899999999999,61.178000000000004,61.495,14310657,190.84,192.65,189.52,190.28,2131747,99.7,100.58,99.46600000000001,99.73,9096326,40.769,41.3,40.566,40.848,10110025,46.181999999999995,46.596000000000004,46.16,46.303999999999995,12910556
2019-02-05,27.835,27.865,27.565,27.768,48322170,61.784,61.794,60.976000000000006,61.418,13829167,191.73,192.9,190.52,191.64,2687586,100.49,100.52,99.30799999999999,99.78,13275792,40.848,41.019,40.693000000000005,40.914,10345891,46.351000000000006,46.398,45.861000000000004,46.351000000000006,15715925
2019-02-04,27.469,27.95,27.416,27.865,57208079,61.12,61.66,60.831,61.66,11963871,189.5,191.39,188.51,191.35,2480035,99.78,100.22,99.031,100.22,10268184,40.385,40.923,40.172,40.923,9042520,45.955,46.238,45.825,46.153999999999996,18652785
2019-02-01,27.595,27.826,27.315,27.381999999999998,66586090,61.843,62.236000000000004,61.207,61.284,17653358,191.63,193.22,190.2,190.2,3279926,99.98,100.8,99.52,99.87,13523145,40.769,41.178999999999995,40.278,40.306,13822272,46.097,46.172,45.898999999999994,46.013000000000005,22453654
2019-01-31,27.74,27.826,26.997,27.469,103854004,60.836999999999996,61.745,60.827,61.611000000000004,20341607,193.66,195.85,190.61,191.64,5791036,99.417,99.79,98.764,99.49600000000001,18224518,40.769,41.126999999999995,40.649,40.769,11582659,46.36,46.486999999999995,45.777,46.013000000000005,26504889
2019-01-30,28.386,28.433000000000003,27.930999999999997,28.048000000000002,68899134,60.656000000000006,61.878,60.206,61.382,16666179,194.42,196.74,193.23,195.97,2865650,100.11,101.18,99.77,100.38,13029574,40.818000000000005,41.416000000000004,40.543,41.242,12811677,46.465,46.942,46.233000000000004,46.7,18111051
2019-01-29,28.500999999999998,28.655,28.308000000000003,28.357,53327525,60.894,61.239,60.354,60.418,14094955,192.6,195.47,191.5,194.04,2783771,99.87,101.05,99.72,100.14,10134751,40.702,40.864000000000004,40.299,40.664,10361879,46.411,46.718,46.354,46.475,12793597
2019-01-28,28.288,28.625999999999998,28.259,28.588,62149782,60.398,61.229,60.31,61.027,13269987,191.62,193.63,190.76,193.29,2448401,99.87,100.21,98.625,99.87,12776618,40.615,40.891999999999996,40.251999999999995,40.817,10863769,46.401,46.523999999999994,45.864,46.446999999999996,21359006
2019-01-25,28.249000000000002,28.674,28.109,28.54,74828157,60.532,61.602,60.43600000000001,61.191,16559569,193.4,194.71,193.0,194.27,3384453,99.51,100.28,98.774,99.397,14991649,40.836999999999996,41.391999999999996,40.721,41.133,14025942,46.986999999999995,47.119,46.578,46.736000000000004,21658343
2019-01-24,27.74,28.174,27.73,28.058000000000003,61661108,59.012,60.14,59.012,59.938,15654037,189.9,193.26,189.46,191.43,2719591,98.18299999999999,99.11,98.006,98.774,11750662,40.147,40.748000000000005,40.043,40.242,14024482,46.42100000000001,46.931999999999995,46.288000000000004,46.597,19159330
2019-01-23,28.193,28.249000000000002,27.614,27.903000000000002,82321285,59.518,59.718999999999994,58.448,59.38399999999999,17597485,191.19,191.71,188.27,190.56,3524172,99.43700000000001,99.69,98.025,98.714,12634725,40.693000000000005,40.788000000000004,39.864000000000004,40.338,16283960,46.617,46.913999999999994,46.144,46.727,18026955
2019-01-22,27.96,28.269000000000002,27.875,28.066999999999997,87955006,59.9,60.035,58.716,59.117,25746497,194.04,194.98,189.6,191.31,4803150,99.1,99.59,98.18299999999999,98.962,17770095,40.596,40.902,40.126999999999995,40.586999999999996,21109910,46.401,46.71,46.27,46.483999999999995,36442375
2019-01-18,28.0,28.423000000000002,27.7,28.269000000000002,101498078,60.33,60.398,59.266000000000005,60.33,20869570,193.92,196.45,190.57,196.01,5838968,99.76,100.85,98.853,100.56,17088808,41.81100000000001,41.888999999999996,40.731,41.81100000000001,21540371,45.776,46.76,45.551,46.625,39021816
2019-01-17,27.342,27.98,27.101999999999997,27.97,111345071,58.907,59.976000000000006,58.619,59.708999999999996,23779805,189.63,193.37,186.61,192.68,8449088,98.163,99.49600000000001,97.986,98.94200000000001,14820024,40.625,41.321999999999996,39.821,40.702,49150162,45.347,46.023,45.123999999999995,45.897,27607689
2019-01-16,27.142,27.705,26.879,27.45,169078583,59.213,60.044,58.533,59.442,28906381,180.98,191.76,179.61,190.74,15699813,98.301,99.447,97.868,98.536,19277597,42.108000000000004,43.167,41.792,42.576,31901825,44.89,46.0,44.742,45.626999999999995,34351809
2019-01-15,25.289,25.868000000000002,25.135,25.615,83564653,57.243,59.086999999999996,56.919,58.667,44668301,172.57,174.21,170.72,174.13,3008692,95.07,98.516,94.791,97.75399999999999,27569805,40.396,41.141999999999996,40.223,41.036,12264261,44.376999999999995,44.983999999999995,43.827,44.443000000000005,29440531
2019-01-14,24.863000000000003,25.548000000000002,24.709,25.443,79511997,53.621,56.678000000000004,53.238,56.326,36391686,168.9,173.76,168.49,172.96,3473548,95.05,97.441,94.84899999999999,97.039,22112613,39.534,40.951,39.352,40.654,12890419,44.294,45.207,44.191,45.143,25557646
2019-01-11,24.631999999999998,25.125,24.565,25.115,65789948,53.964,54.881,53.555,54.185,24155000,169.47,171.35,166.87,171.24,3288950,96.031,96.3,95.12799999999999,96.051,16060215,39.505,40.07,39.198,39.946,8559866,44.284,44.836000000000006,43.985,44.63,21459606
2019-01-10,24.660999999999998,24.873,24.525,24.824,67613922,53.515,54.442,53.238,53.946000000000005,17691924,170.0,172.33,169.85,170.33,2902192,96.156,96.844,95.435,96.515,14954069,39.602,40.157,39.467,39.869,7900421,44.284,44.797,44.108000000000004,44.516999999999996,17385314
2019-01-09,24.768,24.936999999999998,24.496,24.853,72248325,53.248000000000005,54.233000000000004,53.153,53.888000000000005,20254160,170.42,171.97,169.28,170.79,3432225,96.912,97.568,96.07,96.525,14802099,40.107,40.396,39.477,39.946,9637355,44.294,44.733000000000004,43.893,44.565,20205426
2019-01-08,24.815,24.881999999999998,24.206999999999997,24.613000000000003,69794255,53.555,53.706,52.339,53.01,19711251,172.05,172.36,167.32,169.73,2782282,97.705,97.88799999999999,95.7,96.68799999999999,14124367,40.481,40.586999999999996,39.313,39.668,11910194,44.659,44.9,43.743,44.321999999999996,21133440
2019-01-07,24.660999999999998,24.873,24.401,24.660999999999998,59094837,52.886,53.726000000000006,52.378,53.153,21588207,169.6,172.1,166.72,170.35,3256977,96.553,97.54799999999999,95.85799999999999,96.863,16050710,39.725,40.347,39.218,39.919000000000004,12343264,44.54600000000001,44.965,44.321999999999996,44.415,23445379
2019-01-04,24.217,24.748,24.15,24.679000000000002,86885093,51.623000000000005,52.926,51.288000000000004,52.693999999999996,25324285,167.41,170.33,165.58,169.42,3914367,95.28200000000001,97.029,94.48299999999999,96.805,17615653,38.759,39.793,38.548,39.524,15017201,44.211000000000006,44.854,44.005,44.70399999999999,25038565
2019-01-03,24.061999999999998,24.16,23.589000000000002,23.697,69027482,51.05,51.25,49.912,50.236999999999995,22162457,165.16,166.24,162.87,164.04,4195501,94.831,95.07,92.955,93.36,16940805,38.491,38.491,37.563,37.975,13620031,43.492,44.14,43.23,43.418,23878467
2019-01-02,23.233,24.256,23.165,24.081999999999997,74455060,48.44,51.365,48.43,51.163999999999994,22647161,159.04,166.7,158.09,166.5,4132526,91.5,95.152,91.491,94.706,16432875,37.341,38.969,37.093,38.664,11126332,42.443999999999996,43.772,42.336000000000006,43.763000000000005,21768843
2018-12-31,23.706999999999997,24.090999999999998,23.513,23.772,58308175,49.683,50.342,49.12,49.76,20210695,158.51,161.74,158.51,161.68,4701410,93.065,94.227,92.281,93.094,13880862,37.965,38.358000000000004,37.385,37.945,9945980,42.868,43.333,42.486000000000004,42.96,17745749
2018-12-28,23.726999999999997,23.88,23.406999999999996,23.533,81562539,49.63399999999999,50.227,49.291000000000004,49.538999999999994,24248534,160.3,160.6,156.81,157.77,4247297,93.40700000000001,93.76100000000001,91.96799999999999,92.34,18836767,38.224000000000004,38.281,37.266,37.677,13431681,42.589,43.287,42.448,42.681999999999995,25351164
2018-12-27,22.944000000000003,23.513,22.566999999999997,23.513,94913735,48.383,49.482,47.498999999999995,49.482,29894590,154.97,160.09,153.9,160.09,5138439,90.42200000000001,92.64399999999999,89.211,92.539,21292035,36.825,38.06,36.681999999999995,37.955,14522154,41.693000000000005,42.448,40.882,42.448,28966132
2018-12-26,22.105,23.324,21.892,23.263,104555258,47.455,49.175,46.28,49.166000000000004,33485495,151.95,157.85,146.81,157.67,7289399,88.39200000000001,91.51,86.884,91.51,23639090,35.677,37.701,35.198,37.611,17569479,40.873000000000005,42.503,40.108000000000004,42.503,29786603
2018-12-24,21.96,22.394000000000002,21.864,21.930999999999997,67223468,47.217,48.023999999999994,46.338,47.083,22986704,153.88,154.85,149.35,151.31,3909393,88.58200000000001,89.85,87.867,87.867,17836387,35.993,36.367,35.16,35.419000000000004,11958520,41.46,42.047,40.648,40.648,19360421
2018-12-21,23.069000000000003,23.647,22.441999999999997,22.548000000000002,166662335,49.606,50.236999999999995,47.676,48.019,54742309,162.83,164.16,154.29,154.9,9258173,92.197,93.866,89.34,89.802,43322900,36.76,38.013000000000005,35.878,36.06,22495625,42.503,43.382,41.88399999999999,42.066,59613325
2018-12-20,23.011,23.566999999999997,22.924,23.263,116698586,49.903,50.894,49.435,49.96,41640277,162.97,166.12,161.78,162.99,6704070,92.13,93.723,91.25299999999999,91.977,33372777,37.218,37.955,36.903,37.236,28756540,42.326,43.604,42.262,42.923,47162504
